name,crunchlink,category,country,state,city,round,date,year,money
Options Away,/organization/optionsaway-llc,E-Commerce,USA,IL,Chicago,seed,2013-03-01,2013,"375,000"
Origene Technologies,/organization/origene-technologies,Biotechnology,USA,MD,Rockville,C,2013-03-01,2013,"21,300,000"
Orthodata,/organization/intellirod-spine,Health Care,USA,OH,Akron,seed,2013-03-01,2013,"250,000"
OvaScience,/organization/ovascience,Biotechnology,USA,MA,Boston,D,2013-03-01,2013,"34,999,920"
P2 Science,/organization/p2-science,Biotechnology,USA,CT,New Haven,seed,2013-03-01,2013,"200,000"
PandaDoc,/organization/pandadoc,Software,USA,CA,South San Francisco,seed,2013-03-01,2013,"655,000"
Parallax Enterprises,/organization/parallax-enterprises,Enterprise Software,USA,MD,Pikesville,seed,2013-03-01,2013,"1,000,000"
Parastructure,/organization/parastructure,Big Data,USA,CA,San Francisco,seed,2013-03-01,2013,"2,500,000"
Parental Health,/organization/parental-health,Medical,USA,TN,Franklin,seed,2013-03-01,2013,"400,000"
Parking Panda,/organization/parking-panda,Navigation,USA,MD,Baltimore,A,2013-03-01,2013,"4,700,000"
Pasteurization Technology Group (PTG),/organization/pasteurization-technology-group,Clean Energy,USA,CA,San Leandro,A,2013-03-01,2013,"5,000,000"
Pathbrite,/organization/pathbrite,Education,USA,CA,San Francisco,A,2013-03-01,2013,"4,000,000"
Pathfinder Health,/organization/pathfinder-health,Health and Wellness,USA,IL,Highland Park,venture,2013-03-01,2013,"597,496"
Pathfinder Technologies,/organization/pathfinder-technologies,Biotechnology,USA,TN,Nashville,seed,2013-03-01,2013,"200,000"
Pattern Genomics,/organization/pattern-genomics,Biotechnology,USA,WI,Madison,seed,2013-03-01,2013,"150,000"
PeopleLinx,/organization/peoplelinx,Software,USA,PA,Philadelphia,A,2013-03-01,2013,"3,200,000"
PeopleMatter,/organization/peoplematter,Enterprise Software,USA,SC,North Charleston,D,2013-03-01,2013,"19,000,000"
Pertino,/organization/pertino,Enterprise Software,USA,CA,Los Gatos,B,2013-03-01,2013,"20,000,000"
PharmacoPhotonics,/organization/pharmacophotonics,Biotechnology,USA,IN,Indianapolis,venture,2013-03-01,2013,"2,399,233"
PHD Virtual Technologies,/organization/phd-virtual-technologies,Enterprise Software,USA,PA,Philadelphia,C,2013-03-01,2013,"2,000,000"
Phone.com,/organization/phone-com,Messaging,USA,NJ,Newark,A,2013-03-01,2013,"2,000,000"
Pinta Biotherapeutics*,/organization/pinta-biotherapeutics,Biotechnology,USA,CA,Brisbane,venture,2013-03-01,2013,"1,005,000"
Pipeline Biomedical Holdings,/organization/pipeline-biomedical-holdings,Biotechnology,USA,NJ,Cedar Knolls,venture,2013-03-01,2013,"8,000,000"
Plasticity Labs,/organization/plasticity-labs,Psychology,CAN,ON,Kitchener,seed,2013-03-01,2013,"100,000"
Playdek,/organization/incinerator-studios,iPhone,USA,CA,Carlsbad,A,2013-03-01,2013,"3,800,000"
Pluto Media,/organization/pluto-media,Mobile,USA,CA,Menlo Park,venture,2013-03-01,2013,"1,150,000"
PLx Pharma,/organization/plx-pharma,Biotechnology,USA,TX,Houston,venture,2013-03-01,2013,"8,273,297"
PMW Technologies,/organization/pmw-technologies,Software,USA,SC,Charleston,venture,2013-03-01,2013,"15,000,003"
Pneuron,/organization/pneuron,Enterprise Software,USA,NH,Nashua,B,2013-03-01,2013,"6,000,000"
Podimetrics,/organization/podimetrics,Biotechnology,USA,MA,Somerville,seed,2013-03-01,2013,"2,500,000"
PointsHound,/organization/pointshound,Hospitality,USA,CA,San Francisco,seed,2013-03-01,2013,"425,000"
Postmates,/organization/postmates,E-Commerce,USA,CA,San Francisco,A,2013-03-01,2013,"5,000,000"
PowerWise Holdings,/organization/powerwise-holdings,Hardware + Software,USA,FL,Boca Raton,venture,2013-03-01,2013,"536,100"
Presage Biosciences,/organization/presage-biosciences,Biotechnology,USA,WA,Seattle,venture,2013-03-01,2013,"8,000,000"
Pressly,/organization/pressly,Software,CAN,ON,Toronto,seed,2013-03-01,2013,"1,500,000"
PriceShoppers.com,/organization/priceshoppers-com,E-Commerce,USA,CA,Los Angeles,angel,2013-03-01,2013,"1,000,000"
Pricing Engine,/organization/pricing-engine,Advertising,USA,NY,New York,seed,2013-03-01,2013,"1,000,000"
ProBueno,/organization/probueno,Curated Web,USA,MA,Cambridge,seed,2013-03-01,2013,"340,000"
Proximal Data,/organization/proximal-data,Software,USA,CA,San Diego,venture,2013-03-01,2013,"2,000,000"
Proxio,/organization/proxio,Networking,USA,CA,San Bruno,A,2013-03-01,2013,"4,000,000"
Pulselocker,/organization/pulselocker,Entertainment,USA,CA,San Francisco,seed,2013-03-01,2013,"500,000"
Q2ebanking,/organization/q2ebanking,Finance,USA,TX,Austin,C,2013-03-01,2013,"20,000,000"
QD Vision,/organization/qd-vision,Nanotechnology,USA,MA,Lexington,E,2013-03-01,2013,"20,000,000"
Qloo,/organization/qloo,Curated Web,USA,NY,New York,seed,2013-03-01,2013,"1,400,000"
Qnary,/organization/qnary,SEO,USA,NY,New York,seed,2013-03-01,2013,"650,000"
QPID Health,/organization/qpid-health,Health and Wellness,USA,MA,Boston,A,2013-03-01,2013,"4,000,000"
QualMetrix,/organization/qualmetrix,Health Care,USA,FL,Miami,venture,2013-03-01,2013,"325,000"
QuanDx,/organization/quandx,Biotechnology,USA,CA,Menlo Park,A,2013-03-01,2013,"300,000"
QuantiaMD,/organization/quantiamd,Social Media,USA,MA,Waltham,E,2013-03-01,2013,"12,000,000"
Quikly,/organization/quikkly,E-Commerce,USA,MI,Detroit,A,2013-03-01,2013,"1,022,820"
Quorum,/organization/quorum,Network Security,USA,CA,San Jose,B,2013-03-01,2013,"11,000,000"
RallyCause,/organization/pocket-bounty,Mobile,USA,OR,Bend,seed,2013-03-01,2013,"125,000"
1Energy Systems,/organization/1energy-systems,Software,USA,WA,Seattle,venture,2013-04-01,2013,"1,450,000"
480 Biomedical,/organization/480-biomedical,Biotechnology,USA,MA,Watertown,venture,2013-04-01,2013,"17,956,999"
4INFO,/organization/4info,Advertising,USA,CA,San Mateo,venture,2013-04-01,2013,"4,288,000"
Abiquo Group,/organization/abiquo-group,Software,USA,CA,Redwood City,venture,2013-04-01,2013,"3,758,560"
Acoustic Technologies,/organization/acoustic-technologies,Software,USA,TX,Austin,venture,2013-04-01,2013,"7,974,296"
Adapx,/organization/adapx,Collaboration,USA,WA,Seattle,venture,2013-04-01,2013,"3,000,000"
Advanced Animal Diagnostics,/organization/advanced-animal-diagnostics,Biotechnology,USA,NC,Durham,B,2013-04-01,2013,"6,000,000"
Advanced Plasma Therapies,/organization/advanced-plasma-therapies,Biotechnology,USA,NJ,Lawrenceville,venture,2013-04-01,2013,"500,000"
AdviceIQ,/organization/adviceiq,Finance,USA,NY,New York,A,2013-04-01,2013,"5,000,000"
Afferent Pharmaceuticals,/organization/afferent-pharmaceuticals,Biotechnology,USA,CA,San Mateo,venture,2013-04-01,2013,"5,000,000"
AgBiome,/organization/agbiome,Biotechnology,USA,NC,Raleigh,A,2013-04-01,2013,"17,500,000"
Aggregate Knowledge,/organization/aggregateknowledge,Advertising,USA,CA,San Mateo,venture,2013-04-01,2013,"3,266,100"
ALDEA Pharmaceuticals,/organization/aldea-pharmaceuticals,Biotechnology,USA,CA,Redwood City,venture,2013-04-01,2013,"2,000,000"
Algenetix,/organization/algenetix,Biotechnology,USA,CA,San Diego,A,2013-04-01,2013,"2,000,000"
Allihub,/organization/allihub,Internet,USA,CA,Mountain View,venture,2013-04-01,2013,"1,700,000"
AllTrails,/organization/alltrails-com,Sports,USA,CA,San Francisco,venture,2013-04-01,2013,"250,000"
Allurion Technologies,/organization/allurion-technologies,Health Care,USA,MA,Wellesley,venture,2013-04-01,2013,"1,250,547"
Altura Medical,/organization/altura-medical,Health Care,USA,CA,Menlo Park,venture,2013-04-01,2013,"6,000,000"
AMERICAN LASER HEALTHCARE,/organization/american-laser-healthcare,Health and Wellness,USA,CA,Irvine,venture,2013-04-01,2013,"263,500"
Amorfix Life Sciences,/organization/amorfix-life-sciences,Biotechnology,CAN,ON,Toronto,venture,2013-04-01,2013,"128,218"
Ankota,/organization/ankota,Software,USA,MA,Waltham,venture,2013-04-01,2013,"425,000"
ANTERIOS,/organization/anterios,Nanotechnology,USA,NY,New York,venture,2013-04-01,2013,"4,744,055"
ApniCure,/organization/apnicure,Medical Devices,USA,CA,Redwood City,venture,2013-04-01,2013,"5,099,000"
Aquinox Pharmaceuticals,/organization/aquinox-pharmaceuticals,Biotechnology,CAN,BC,Vancouver,C,2013-04-01,2013,"18,000,000"
Arbor Photonics,/organization/arbor-photonics,Hardware + Software,USA,MI,Ann Arbor,venture,2013-04-01,2013,"200,000"
Aria Retirement Solutions,/organization/aria-retirement-solutions,Finance,USA,CA,San Francisco,venture,2013-04-01,2013,"650,000"
Ascendify,/organization/ascendify,Software,USA,CA,San Francisco,seed,2013-04-01,2013,"1,500,000"
Assured Labor,/organization/assured-labor,Curated Web,USA,NY,New York,A,2013-04-01,2013,"5,500,000"
Atossa Genetics,/organization/atossa-genetics,Biotechnology,USA,WA,Seattle,venture,2013-04-01,2013,"1,000,000"
Atrenta,/organization/atrenta,Software,USA,CA,San Jose,venture,2013-04-01,2013,"2,852,000"
AudienceScience,/organization/audiencescience,Advertising,USA,WA,Bellevue,venture,2013-04-01,2013,"9,228,075"
AuthorBee,/organization/authorbee,Advertising,USA,NY,New York,angel,2013-04-01,2013,"750,000"
Autobook Now,/organization/autobook-now,Automotive,USA,IN,Indianapolis,venture,2013-04-01,2013,"3,000,000"
AutoRef.com,/organization/autoref-com,Curated Web,USA,CA,Santa Monica,seed,2013-04-01,2013,"850,000"
BA Insight,/organization/ba-insight,Software,USA,NY,New York,venture,2013-04-01,2013,"4,500,000"
Balanced,/organization/balanced,E-Commerce,USA,CA,San Francisco,seed,2013-04-01,2013,"2,000,000"
BarkBox,/organization/barkbox,Pets,USA,NY,New York,A,2013-04-01,2013,"5,000,000"
BEAT BioTherapeutics,/organization/beat-biotherapeutics,Biotechnology,USA,WA,Bellevue,seed,2013-04-01,2013,"2,500,000"
Behavioral Recognition Systems,/organization/behavioral-recognition-systems,Software,USA,TX,Houston,venture,2013-04-01,2013,"9,836,970"
Bespoke Global,/organization/bespoke-global,E-Commerce,USA,NY,New York,venture,2013-04-01,2013,"2,130,712"
BeTheBeast,/organization/bethebeast,Social Media,USA,CA,Manhattan Beach,angel,2013-04-01,2013,"650,000"
Biodesix,/organization/biodesix,Biotechnology,USA,CO,Broomfield,D,2013-04-01,2013,"8,800,000"
Bitium,/organization/bitium,SaaS,USA,CA,Santa Monica,seed,2013-04-01,2013,"2,400,000"
BizXchange,/organization/bizxchange,E-Commerce,USA,WA,Bellevue,A,2013-04-01,2013,"700,000"
Bluecore,/organization/triggermail,Marketing Automation,USA,NY,New York,seed,2013-04-01,2013,"118,000"
Bluetrain.io,/organization/bluetrain-mobile,Mobile,USA,MA,Cambridge,seed,2013-04-01,2013,"1,530,000"
BodeTree,/organization/bodetree,Business Intelligence,USA,AZ,Tempe,seed,2013-04-01,2013,"1,400,000"
Booker,/organization/booker-software,Internet Marketing,USA,NY,New York,B,2013-04-01,2013,"27,500,000"
Bottle,/organization/bottle,Recreation,USA,NY,New York,angel,2013-04-01,2013,"250,000"
Boulder Imaging,/organization/boulder-imaging,Games,USA,CO,Louisville,venture,2013-04-01,2013,"1,000,000"
BraveNewTalent,/organization/bravenewtalent,Education,USA,CA,San Francisco,angel,2013-04-01,2013,"1,100,000"
Breaktime Studios,/organization/breaktime-studios,Mobile Games,USA,CA,San Francisco,venture,2013-04-01,2013,"4,250,000"
Business Insider,/organization/business-insider,Curated Web,USA,NY,New York,venture,2013-04-01,2013,"5,000,000"
BusyLife Software,/organization/busylife-software,Mobile,USA,CO,Denver,seed,2013-04-01,2013,"1,225,000"
Bypass Mobile,/organization/bypass-lane,Mobile,USA,TX,Austin,venture,2013-04-01,2013,"3,500,000"
Caldera Pharmaceuticals,/organization/caldera-pharmaceuticals,Biotechnology,USA,NM,Los Alamos,venture,2013-04-01,2013,"1,550,000"
Captricity,/organization/captricity,Enterprise Software,USA,CA,Berkeley,A,2013-04-01,2013,"2,400,000"
CardioVIP,/organization/cardiovip,Biotechnology,USA,TX,Sugar Land,venture,2013-04-01,2013,"5,844,999"
Care Thread,/organization/care-thread,Messaging,USA,RI,Providence,seed,2013-04-01,2013,"525,000"
CareView Communications,/organization/careview-communications,Web Hosting,USA,TX,Lewisville,venture,2013-04-01,2013,"3,103,900"
CareXtend,/organization/carextend,Marketplaces,USA,IL,Chicago,seed,2013-04-01,2013,"1,210,332"
Cascade Prodrug,/organization/cascade-prodrug,Biotechnology,USA,OR,Portland,A,2013-04-01,2013,"1,348,932"
Catalyst Biosciences,/organization/catalyst-biosciences,Biotechnology,USA,CA,South San Francisco,venture,2013-04-01,2013,"5,072,000"
CATASYS,/organization/catasys,Biotechnology,USA,CA,Los Angeles,seed,2013-04-01,2013,"1,535,000"
"Centerbeam, Inc.",/organization/centerbeam-inc,Outsourcing,USA,CA,Sunnyvale,venture,2013-04-01,2013,"1,000,000"
Centrillion Biosciences,/organization/centrillion-biosciences,Technology,USA,CA,Palo Alto,B,2013-04-01,2013,"9,000,000"
Cerebrotech Medical Systems,/organization/cerebrotech-medical-systems,Medical Devices,USA,CA,Pleasanton,venture,2013-04-01,2013,"192,000"
Cerevast Therapeutics,/organization/cerevast-therapeutics,Biotechnology,USA,WA,Redmond,venture,2013-04-01,2013,"1,479,154"
Cervel Neurotech,/organization/cervel-neurotech,Health Care,USA,CA,Redwood City,venture,2013-04-01,2013,"14,100,000"
Chargeback,/organization/http-chargeback-com,Software,USA,UT,Sandy,venture,2013-04-01,2013,"881,570"
Chewse,/organization/chewse,Hospitality,USA,CA,Los Angeles,seed,2013-04-01,2013,"1,000,000"
Chirpify,/organization/sell-simply,Payments,USA,OR,Portland,A,2013-04-01,2013,"2,000,000"
Citizinvestor,/organization/citizinvestor,Governments,USA,FL,Tampa,angel,2013-04-01,2013,"150,000"
CityScan,/organization/cityscan,E-Commerce,USA,IL,Chicago,seed,2013-04-01,2013,"310,000"
ClassDojo,/organization/classdojo,Education,USA,CA,San Francisco,A,2013-04-01,2013,"8,500,000"
Clearleap,/organization/clearleap,Television,USA,GA,Duluth,venture,2013-04-01,2013,"750,000"
Cleave Biosciences,/organization/cleave-biosciences,Biotechnology,USA,CA,Burlingame,A,2013-04-01,2013,"10,000,000"
CloudBolt Software,/organization/cloudbolt-software,Cloud Computing,USA,MD,Rockville,seed,2013-04-01,2013,"1,500,000"
CloudCheckr,/organization/cloudcheckr,Cloud Computing,USA,NY,Rochester,A,2013-04-01,2013,"2,000,000"
Cobrain,/organization/cobrain,Curated Web,USA,MD,Bethesda,seed,2013-04-01,2013,"980,000"
Cohealo,/organization/cohealo,Health and Wellness,USA,MA,Boston,venture,2013-04-01,2013,"400,000"
Coinsetter,/organization/coinsetter,Finance,USA,NY,New York,seed,2013-04-01,2013,"500,000"
Collections Marketing Center,/organization/collections-marketing-center,Enterprise Software,USA,DE,Wilmington,venture,2013-04-01,2013,"9,538,945"
Collective Bias,/organization/collective-bias,Advertising,USA,AR,Rogers,A,2013-04-01,2013,"10,500,000"
CommunityForce,/organization/communityforce,Enterprise Software,USA,VA,Ashburn,seed,2013-04-01,2013,"745,000"
CompStak,/organization/compstak,Big Data,USA,NY,New York,A,2013-04-01,2013,"4,450,000"
Conscious Box,/organization/conscious-box,Natural Resources,USA,OR,Portland,seed,2013-04-01,2013,"1,384,000"
ConteXtream,/organization/contextream,Software,USA,CA,Santa Clara,venture,2013-04-01,2013,"217,000"
CoolChip Technologies,/organization/coolchip-technologies,Energy Efficiency,USA,MA,Somerville,seed,2013-04-01,2013,"890,000"
Cooleaf,/organization/cooleaf,Health and Wellness,USA,GA,Atlanta,seed,2013-04-01,2013,"375,000"
Cortex Business Solutions,/organization/cortex-business-solutions,Enterprise Software,CAN,AB,Calgary,venture,2013-04-01,2013,"2,662,860"
Credit Karma,/organization/credit-karma,Finance,USA,CA,San Francisco,B,2013-04-01,2013,"30,000,000"
CrossChx,/organization/crosschx,Software,USA,OH,Columbus,A,2013-04-01,2013,"5,000,000"
CrowdFlik,/organization/crowdflik,Brand Marketing,USA,NY,New York,seed,2013-04-01,2013,"400,000"
Crunchbutton,/organization/crunchbutton,E-Commerce,USA,CA,Los Angeles,seed,2013-04-01,2013,"430,000"
Cydan,/organization/cydan,Biotechnology,USA,MA,Lincoln,venture,2013-04-01,2013,"16,000,000"
Cymbet,/organization/cymbet,Semiconductors,USA,MN,Elk River,E,2013-04-01,2013,"13,393,110"
Cyto Wave Technologies,/organization/cyto-wave-technologies,Biotechnology,USA,CA,San Francisco,venture,2013-04-01,2013,"965,000"
D-Wave Systems,/organization/d-wave-systems,Semiconductors,CAN,BC,Burnaby,venture,2013-04-01,2013,"1,005,586"
DailyLook,/organization/dailylook,Shopping,USA,CA,Los Angeles,seed,2013-04-01,2013,"2,500,000"
DailyWorth,/organization/dailyworth,Women,USA,NY,New York,A,2013-04-01,2013,"1,000,000"
DartPoints,/organization/dartpoints,Web Hosting,USA,TX,Dallas,venture,2013-04-01,2013,"1,500,000"
Datalogix,/organization/datalogix,Advertising,USA,CO,Westminster,B,2013-04-01,2013,"25,000,000"
dBMEDx,/organization/dbmedx,Health Care,USA,CO,Littleton,seed,2013-04-01,2013,"1,137,610"
"DCL Ventures, Inc.",/organization/dcl-ventures-inc,Pets,USA,NY,New York,seed,2013-04-01,2013,"1,000,000"
DCMobility,/organization/dcmobility,Mobile,USA,VA,Mclean,seed,2013-04-01,2013,"455,000"
DFMSim,/organization/dfmsim,Semiconductors,USA,CA,Palo Alto,venture,2013-04-01,2013,"3,000,000"
"Diamond Fortress Technologies, Inc.",/organization/diamond-fortress-technologies,Security,USA,AL,Birmingham,seed,2013-04-01,2013,"203,000"
Down,/organization/down,Curated Web,USA,CA,San Francisco,seed,2013-04-01,2013,"1,000,000"
DropThought,/organization/dropthought-inc,Analytics,USA,CA,Santa Clara,A,2013-04-01,2013,"1,600,000"
DSTLD,/organization/dstld,E-Commerce,USA,CA,Los Angeles,seed,2013-04-01,2013,"1,000,000"
Duda,/organization/duda-mobile,Curated Web,USA,CA,Palo Alto,C,2013-04-01,2013,"10,300,000"
Dynamic Yield,/organization/dynamic-yield,Advertising,USA,NY,New York,A,2013-04-01,2013,"2,000,000"
EAT Club,/organization/eat-club,E-Commerce,USA,CA,Palo Alto,A,2013-04-01,2013,"5,000,000"
Ecinity,/organization/ecinity,Promotional,USA,CA,Los Angeles,A,2013-04-01,2013,"1,800,000"
Edevate,/organization/edevate,Education,USA,GA,Atlanta,seed,2013-04-01,2013,"170,000"
Elite Pharmaceuticals,/organization/elite-pharmaceuticals,Biotechnology,USA,NJ,Northvale,venture,2013-04-01,2013,"205,038"
EndoEvolution,/organization/endoevolution,Health Care,USA,MA,Raynham,C,2013-04-01,2013,"5,000,000"
"EnhanceWorks, Inc.",/organization/enhanceworks,Mobile,USA,TN,Nashville,angel,2013-04-01,2013,"300,000"
Enlighted,/organization/enlighted,Semiconductors,USA,CA,Sunnyvale,C,2013-04-01,2013,"20,000,000"
Esperion Therapeutics,/organization/esperion-therapeutics,Pharmaceuticals,USA,MI,Plymouth,venture,2013-04-01,2013,"33,000,000"
eThor.com,/organization/ethor-media,Restaurants,USA,CA,San Francisco,seed,2013-04-01,2013,"1,000,000"
Eventap,/organization/eventap,Mobile,USA,CA,Santa Monica,seed,2013-04-01,2013,"120,000"
Everest,/organization/everest,Mobile,USA,CA,San Francisco,angel,2013-04-01,2013,"1,700,000"
EveryMove,/organization/everymove,Health and Wellness,USA,WA,Seattle,A,2013-04-01,2013,"3,500,000"
Evolve Vacation Rental Network,/organization/evolve-vacation-rental-network,Travel & Tourism,USA,CO,Denver,A,2013-04-01,2013,"2,700,000"
F.8 Interactive,/organization/f-8-interactive,Games,USA,CA,West Hollywood,seed,2013-04-01,2013,"150,000"
Famous Industries,/organization/famous-industries,Consumer Goods,USA,IL,Lombard,venture,2013-04-01,2013,"4,000,000"
Fashion Project,/organization/fashion-project,Fashion,USA,MA,Boston,A,2013-04-01,2013,"4,600,000"
Fidelis,/organization/fidelis,Colleges,USA,CA,San Francisco,venture,2013-04-01,2013,"1,750,000"
Fixes 4 Kids,/organization/fixes-4-kids,Biotechnology,USA,UT,Salt Lake City,venture,2013-04-01,2013,"1,675,926"
FlexScore,/organization/flexscore,Financial Services,USA,CA,San Francisco,seed,2013-04-01,2013,"1,500,000"
FlightCar,/organization/flightcar,E-Commerce,USA,CA,San Francisco,A,2013-04-01,2013,"5,600,000"
Flurry,/organization/flurry,Advertising,USA,CA,San Francisco,venture,2013-04-01,2013,"255,000"
Foodily,/organization/foodily,Cooking,USA,CA,San Francisco,venture,2013-04-01,2013,"2,720,000"
FoodShootr,/organization/foodshootr,Photo Sharing,CAN,ON,Toronto,seed,2013-04-01,2013,"113,000"
ForgeRock,/organization/forgerock,Enterprise Software,USA,CA,San Francisco,B,2013-04-01,2013,"15,000,000"
FotoIN Mobile,/organization/fotoin-mobile,Photography,USA,GA,Atlanta,venture,2013-04-01,2013,"225,000"
Friendemic,/organization/friendemic,Internet Marketing,USA,UT,Salt Lake City,venture,2013-04-01,2013,"250,000"
Fusebill,/organization/fusebill,Billing,CAN,ON,Kanata,venture,2013-04-01,2013,"2,000,000"
Gainsight,/organization/gainsight,Enterprise Software,USA,CA,Redwood City,A,2013-04-01,2013,"9,000,000"
Gazillion Entertainment,/organization/gazillion-entertainment,Games,USA,CA,San Mateo,venture,2013-04-01,2013,"7,000,000"
GenieDB,/organization/geniedb,Cloud Data Services,USA,CA,San Juan Capistrano,seed,2013-04-01,2013,"1,370,000"
GenSpera,/organization/genspera,Biotechnology,USA,TX,San Antonio,venture,2013-04-01,2013,"1,869,000"
Gizmox,/organization/gizmox,Software,USA,MA,Cambridge,B,2013-04-01,2013,"7,500,000"
Glider,/organization/glider,Business Intelligence,USA,OR,Portland,seed,2013-04-01,2013,"1,000,000"
Gliknik,/organization/gliknik,Biotechnology,USA,MD,Baltimore,venture,2013-04-01,2013,"9,825,014"
Godengo,/organization/godengo,Advertising,USA,CA,Berkeley,venture,2013-04-01,2013,"7,993,708"
Good Eggs,/organization/good-eggs,Hospitality,USA,CA,San Francisco,venture,2013-04-01,2013,"2,000,000"
GoPath Global,/organization/gopath-global,Biotechnology,USA,IN,Indianapolis,venture,2013-04-01,2013,"1,571,940"
Grand St.,/organization/grand-st,Hardware + Software,USA,NY,New York,seed,2013-04-01,2013,"1,300,000"
GreenBytes,/organization/greenbytes,Enterprise Software,USA,RI,Providence,C,2013-04-01,2013,"7,000,000"
GreenCloud,/organization/greencloud,Financial Services,USA,NY,New York,seed,2013-04-01,2013,"100,000"
Greencloud Technologies,/organization/greencloud-technologies,Enterprise Software,USA,SC,Greenville,C,2013-04-01,2013,"5,625,000"
GroundMetrics,/organization/groundmetrics,Hardware + Software,USA,CA,San Diego,B,2013-04-01,2013,"1,500,000"
Haiku Deck,/organization/haiku-deck,iPad,USA,WA,Seattle,A,2013-04-01,2013,"3,000,000"
Happy Cloud,/organization/happy-cloud,Games,USA,NY,New York,seed,2013-04-01,2013,"4,250,000"
hc1.com,/organization/hc1-com,Enterprise Software,USA,IN,Indianapolis,venture,2013-04-01,2013,"3,064,000"
Health Integrated,/organization/health-integrated,Biotechnology,USA,FL,Tampa,venture,2013-04-01,2013,"124,628"
HealthCare Impact Associates,/organization/healthcare-impact-associates,Health and Wellness,USA,MN,Minneapolis,venture,2013-04-01,2013,"2,000,000"
Helios Innovative Technologies,/organization/helios-innovative-technologies,Biotechnology,USA,NY,Syracuse,seed,2013-04-01,2013,"500,009"
Hemera Biosciences,/organization/hemera-biosciences,Biotechnology,USA,MA,Newton,venture,2013-04-01,2013,"1,299,956"
HERMEL DELOR,/organization/hermel-delor,Lifestyle,USA,CA,Los Angeles,seed,2013-04-01,2013,"560,000"
HeTexted,/organization/hetexted,Advice,USA,NY,New York,venture,2013-04-01,2013,"900,000"
High Fidelity,/organization/high-fidelity,Hardware + Software,USA,CA,San Francisco,venture,2013-04-01,2013,"1,550,000"
High Fidelity,/organization/high-fidelity,Hardware + Software,USA,CA,San Francisco,venture,2013-04-01,2013,"2,400,000"
HomeJab,/organization/homejab,Real Estate,USA,PA,Philadelphia,seed,2013-04-01,2013,"150,000"
Host Analytics,/organization/host-analytics,SaaS,USA,CA,Redwood City,venture,2013-04-01,2013,"6,500,000"
HμREL,/organization/hrel,Biotechnology,USA,CA,Beverly Hills,A,2013-04-01,2013,"9,200,000"
ICB International,/organization/icb-international,Biotechnology,USA,CA,La Jolla,venture,2013-04-01,2013,"895,000"
ICEdot,/organization/icedot,Hardware + Software,USA,OK,Tulsa,A,2013-04-01,2013,"1,030,000"
Identification Solutions,/organization/identification-solutions,Biotechnology,USA,NV,Las Vegas,venture,2013-04-01,2013,"214,550"
Idibon,/organization/idibon,Enterprise Software,USA,CA,San Francisco,venture,2013-04-01,2013,"1,400,000"
Illumitex,/organization/illumitex,Hardware + Software,USA,TX,Austin,venture,2013-04-01,2013,"3,877,693"
iLyngo,/organization/ilyngo,Software,USA,IL,Hinsdale,venture,2013-04-01,2013,"380,000"
ImThera Medical,/organization/imthera-medical,Medical Devices,USA,CA,San Diego,venture,2013-04-01,2013,"4,000,005"
ImThera Medical,/organization/imthera-medical,Medical Devices,USA,CA,San Diego,venture,2013-04-01,2013,"750,000"
Incentient,/organization/incentient,Software,USA,NY,Plainview,venture,2013-04-01,2013,"822,916"
Indix,/organization/indix,Visualization,USA,WA,Seattle,A,2013-04-01,2013,"5,994,730"
IndoorAtlas,/organization/indooratlas,Mobile,USA,CA,Mountain View,seed,2013-04-01,2013,"640,000"
Ineda Systems,/organization/ineda-systems,Semiconductors,USA,CA,Santa Clara,A,2013-04-01,2013,"9,049,999"
Infer,/organization/infer,Predictive Analytics,USA,CA,Palo Alto,A,2013-04-01,2013,"10,000,000"
Informatics In Context,/organization/informatics-in-context,Enterprise Software,USA,MA,Boston,venture,2013-04-01,2013,"200,000"
Innovatient Solutions,/organization/innovatient-solutions,Health and Wellness,USA,CT,Farmington,A,2013-04-01,2013,"625,000"
Inside Warehouse,/organization/inside-warehouse,E-Commerce,USA,CA,San Francisco,seed,2013-04-01,2013,"320,000"
Instart Logic,/organization/instart-logic,E-Commerce,USA,CA,Palo Alto,B,2013-04-01,2013,"17,000,000"
Integrated Solar Analytics Solutions,/organization/integrated-solar-analytics-solutions,Solar,USA,CA,La Canada Flintridge,seed,2013-04-01,2013,"100,000"
Intelen,/organization/intelen,Clean Technology,USA,NY,New York,angel,2013-04-01,2013,"360,000"
Intuitive Biosciences,/organization/intuitive-biosciences,Biotechnology,USA,WI,Fitchburg,venture,2013-04-01,2013,"572,726"
Intuitive Web Solutions,/organization/intuitive-web-solutions,Software,USA,MO,Springfield,venture,2013-04-01,2013,"1,000,000"
inWebo Technologies,/organization/inwebo-technologies,Identity Management,USA,CA,Sunnyvale,seed,2013-04-01,2013,"780,000"
Ionic Security,/organization/ionic-security,Security,USA,GA,Atlanta,A,2013-04-01,2013,"9,400,000"
Iora Health,/organization/iora-health,Health and Wellness,USA,MA,Cambridge,B,2013-04-01,2013,"14,000,000"
IPM Safety Services,/organization/ipm-safety-services,Biotechnology,USA,PA,Wayne,seed,2013-04-01,2013,"1,000,000"
IQMax,/organization/iqmax,Mobile,USA,NC,Charlotte,venture,2013-04-01,2013,"360,000"
iRhythm Technologies,/organization/irhythm,Biotechnology,USA,CA,San Francisco,D,2013-04-01,2013,"16,000,000"
