name,crunchlink,category,country,state,city,round,date,year,money
Ometrics,/organization/ometrics,Hardware + Software,USA,CO,Evergreen,venture,2009-06-01,2009,"980,400"
oneforty,/organization/oneforty,App Stores,USA,MA,Cambridge,angel,2009-06-01,2009,"230,000"
OnetoOnetext,/organization/onetoonetext,Software,USA,NY,New York,venture,2009-06-01,2009,"725,311"
ooma,/organization/ooma,Peer-to-Peer,USA,CA,Palo Alto,D,2009-06-01,2009,"18,300,000"
OPKO Health,/organization/opko-health,Biotechnology,USA,FL,Miami,venture,2009-06-01,2009,"31,000,000"
Optimal Radiology,/organization/optimal-radiology,Health and Wellness,USA,TN,Nashville,venture,2009-06-01,2009,"28,104,568"
Orbital Traction,/organization/orbital-traction,Clean Energy,USA,TX,Houston,venture,2009-06-01,2009,"1,514,000"
"ORCA, Inc.",/organization/onetxt,E-Commerce,USA,NY,New York,A,2009-06-01,2009,"2,000,000"
Ormet Circuits,/organization/ormet-circuits,Material Science,USA,CA,San Diego,venture,2009-06-01,2009,"1,000,000"
OrthoSensor,/organization/orthosensor,Health Care,USA,FL,Fort Lauderdale,A,2009-06-01,2009,"1,034,000"
Overinteractive Media,/organization/overinteractive-media,Games,CAN,BC,Vancouver,seed,2009-06-01,2009,"138,533"
Oxygen Biotherapeutics,/organization/oxygen-biotherapeutics,Biotechnology,USA,NC,Morrisville,venture,2009-06-01,2009,"5,250,000"
Pacific Star Communications,/organization/pacific-star-communications,Messaging,USA,OR,Portland,venture,2009-06-01,2009,"7,296,519"
Pact Apparel,/organization/pact-apparel,Manufacturing,USA,CA,Berkeley,seed,2009-06-01,2009,"200,000"
Paperspine,/organization/paperspine,Curated Web,USA,WA,Issaquah,venture,2009-06-01,2009,"130,300"
ParAccel,/organization/paraccel,Analytics,USA,CA,Campbell,C,2009-06-01,2009,"22,000,000"
PARCXMART TECHNOLOGIES,/organization/parcxmart-technologies,Hardware + Software,USA,MA,Andover,venture,2009-06-01,2009,"475,926"
Pawaa Software,/organization/pawaa-software,Data Security,USA,VA,Ashburn,A,2009-06-01,2009,"409,299"
People Capital,/organization/people-capital,Credit Cards,USA,NY,New York,venture,2009-06-01,2009,"2,500,000"
PeopleString,/organization/peoplestring,Software,USA,NJ,Red Bank,venture,2009-06-01,2009,"175,000"
Philanthropedia,/organization/philanthropedia,Nonprofits,USA,CA,Menlo Park,seed,2009-06-01,2009,"500,000"
PhysioSonics,/organization/physiosonics,Health Care,USA,WA,Seattle,venture,2009-06-01,2009,"2,000,000"
Picaboo,/organization/picaboo,Photography,USA,CA,Redwood City,seed,2009-06-01,2009,"1,000,000"
Pique Therapeutics,/organization/pique-therapeutics,Biotechnology,USA,NC,Durham,venture,2009-06-01,2009,"535,500"
Polatis,/organization/polatis,Web Hosting,USA,MA,Andover,venture,2009-06-01,2009,"8,000,000"
POPSUGAR,/organization/sugar,Women,USA,CA,San Francisco,C,2009-06-01,2009,"16,000,000"
Portola Pharmaceuticals,/organization/portola-pharmaceuticals,Biotechnology,USA,CA,South San Francisco,C,2009-06-01,2009,"60,099,999"
Prepared Response,/organization/prepared-response,Enterprise Software,USA,WA,Kirkland,venture,2009-06-01,2009,"6,309,399"
Presidium Learning,/organization/presidium-learning,Education,USA,VA,Reston,B,2009-06-01,2009,"2,000,000"
Professional Aptitude Council,/organization/professional-aptitude-council,Consulting,USA,CA,San Francisco,venture,2009-06-01,2009,"1,002,497"
Provade,/organization/provade,Enterprise Software,USA,CA,San Mateo,E,2009-06-01,2009,"3,204,392"
PROVECTUS PHARMACEUTICALS,/organization/provectus-pharmaceuticals,Biotechnology,USA,TN,Knoxville,venture,2009-06-01,2009,"2,712,000"
Puppet Labs,/organization/puppet-labs,Software,USA,OR,Portland,A,2009-06-01,2009,"2,000,000"
QuantaLife,/organization/quantalife,Biotechnology,USA,CA,Pleasanton,venture,2009-06-01,2009,"7,955,437"
Quantum Immunologics,/organization/quantum-immunologics,Biotechnology,USA,FL,Tampa,venture,2009-06-01,2009,"3,703,530"
Quidsi,/organization/quidsi,E-Commerce,USA,NJ,Jersey City,D,2009-06-01,2009,"5,000,000"
140 Proof,/organization/140-proof,Advertising,USA,CA,San Francisco,A,2009-07-01,2009,"3,000,000"
3-V Biosciences,/organization/3-v-biosciences,Biotechnology,USA,CA,Menlo Park,B,2009-07-01,2009,"30,000,000"
5min Media,/organization/5min,Video,USA,NY,New York,B,2009-07-01,2009,"7,500,000"
AboutUs.org,/organization/aboutus-org,Curated Web,USA,OR,Portland,venture,2009-07-01,2009,"1,200,000"
Access Intelligence,/organization/access-intelligence,News,USA,MD,Rockville,venture,2009-07-01,2009,"2,890,000"
Acquia,/organization/acquia,Enterprise Software,USA,MA,Burlington,B,2009-07-01,2009,"8,000,000"
Adhesion Wealth Advisor Solutions,/organization/adhesion-wealth-advisor-solutions,Software,USA,NC,Charlotte,venture,2009-07-01,2009,"2,246,171"
Akiban Technologies,/organization/akiban,Enterprise Software,USA,MA,Boston,venture,2009-07-01,2009,"6,528,156"
Allostatix,/organization/allostatix,Health and Wellness,USA,OH,Cincinnati,venture,2009-07-01,2009,"200,000"
Allostera Pharma,/organization/allostera-pharma,Biotechnology,CAN,QC,Montréal,C,2009-07-01,2009,"15,400,000"
Amnis,/organization/amnis,Medical Devices,USA,WA,Seattle,venture,2009-07-01,2009,"893,675"
Amnis,/organization/amnis,Medical Devices,USA,WA,Seattle,venture,2009-07-01,2009,"893,675"
ApeSoft,/organization/ape-software,Software,USA,VA,Herndon,venture,2009-07-01,2009,"3,800,000"
Apperian,/organization/apperian,App Stores,USA,MA,Boston,A,2009-07-01,2009,"1,000,000"
appMobi,/organization/appmobi,iPhone,USA,PA,Lancaster,B,2009-07-01,2009,"2,100,000"
Aptana,/organization/aptana,Software,USA,CA,San Mateo,venture,2009-07-01,2009,"7,800,000"
Arteriocyte Medical Systems,/organization/arteriocyte-medical-systems,Hardware + Software,USA,OH,Cleveland,venture,2009-07-01,2009,"100,000"
Asset International,/organization/asset-international,News,USA,CT,Stamford,venture,2009-07-01,2009,"20,000,000"
Augmenix,/organization/augmenix,Health Care,USA,MA,Waltham,venture,2009-07-01,2009,"1,000,000"
AVEO Pharmaceuticals,/organization/aveo-pharmaceuticals,Biotechnology,USA,MA,Cambridge,venture,2009-07-01,2009,"20,000,000"
Azuro,/organization/azuro,Semiconductors,USA,CA,Santa Clara,B,2009-07-01,2009,"1,999,999"
Basys,/organization/basys,Software,USA,MD,Linthicum Heights,venture,2009-07-01,2009,"3,000,000"
Bayhill Therapeutics,/organization/bayhill-therapeutics,Biotechnology,USA,CA,Portola Valley,venture,2009-07-01,2009,"9,999,999"
Beacon Enterprise Solutions,/organization/beacon-enterprise-solutions,Enterprise Software,USA,KY,Louisville,venture,2009-07-01,2009,"990,033"
Bitmenu,/organization/bitmenu,News,USA,CA,Sunnyvale,venture,2009-07-01,2009,"365,000"
Blekko,/organization/blekko,Search,USA,CA,Redwood Shores,C,2009-07-01,2009,"11,500,000"
Bling Nation,/organization/bling-nation,Social Media,USA,CA,Palo Alto,A,2009-07-01,2009,"8,000,000"
Blue Chip Surgical Center Partners,/organization/blue-chip-surgical-center-partners,Health and Wellness,USA,OH,Cincinnati,venture,2009-07-01,2009,"1,799,683"
BookFresh,/organization/bookfresh,Curated Web,USA,CA,San Francisco,seed,2009-07-01,2009,"500,000"
Borrego Solar Systems,/organization/borrego-solar-systems,Clean Technology,USA,CA,El Cajon,venture,2009-07-01,2009,"6,000,000"
Bradford Networks,/organization/bradford-networks,Security,USA,NH,Concord,venture,2009-07-01,2009,"1,000,000"
Brainpark,/organization/brainpark,Networking,USA,CA,Alamo,A,2009-07-01,2009,"2,500,000"
Brickstream,/organization/brickstream,Analytics,USA,GA,Norcross,C,2009-07-01,2009,"8,798,583"
Brightkite,/organization/brightkite,Finance,USA,CA,Burlingame,venture,2009-07-01,2009,"400,000"
BroadLogic Network Technologies,/organization/broadlogic,Web Hosting,USA,CA,San Jose,B,2009-07-01,2009,"4,551,329"
Canvas,/organization/canvas,Android,USA,VA,Reston,A,2009-07-01,2009,"325,000"
Capricor,/organization/capricor,Biotechnology,USA,CA,Los Angeles,venture,2009-07-01,2009,"3,400,000"
Carroll-Kron Consulting,/organization/carroll-kron-consulting,Software,USA,KY,Louisville,venture,2009-07-01,2009,"450,000"
Casa Systems,/organization/casa-systems,Web Hosting,USA,MA,Andover,venture,2009-07-01,2009,"3,154,081"
Cellufun,/organization/cellufun,Games,USA,NY,New York,venture,2009-07-01,2009,"1,200,000"
Cerulean Pharma,/organization/cerulean,Health Care,USA,MA,Cambridge,B,2009-07-01,2009,"10,000,000"
ChaCha,/organization/chacha,Search,USA,CA,San Francisco,venture,2009-07-01,2009,"4,031,968"
Chase Medical,/organization/chase-medical,Health Care,USA,TX,Richardson,venture,2009-07-01,2009,"8,140,112"
Chasing Savings,/organization/chasing-savings,Coupons,USA,GA,Alpharetta,seed,2009-07-01,2009,"500,000"
Choice Therapeutics,/organization/choice-therapeutics,Biotechnology,USA,MA,Wrentham,venture,2009-07-01,2009,"1,372,250"
CitizenNet,/organization/citizennet,Advertising,USA,CA,Los Angeles,venture,2009-07-01,2009,"349,999"
CitySquares,/organization/citysquares,Curated Web,USA,CA,Temecula,venture,2009-07-01,2009,"322,500"
Clikthrough,/organization/clikthrough,Video,USA,CA,San Francisco,A,2009-07-01,2009,"1,000,000"
Coda Automotive,/organization/coda-automotive,Clean Technology,USA,CA,Los Angeles,B,2009-07-01,2009,"24,000,000"
Cognition Therapeutics,/organization/cognition-therapeutics,Biotechnology,USA,PA,Pittsburgh,A,2009-07-01,2009,"1,210,000"
Cognitive Match,/organization/cognitive-match,Advertising,USA,NY,New York,A,2009-07-01,2009,"1,650,000"
Collective Intellect,/organization/collective-intellect,Analytics,USA,CO,Boulder,venture,2009-07-01,2009,"3,100,000"
ConnectEdu,/organization/connectedu,Education,USA,MA,Boston,C,2009-07-01,2009,"8,200,000"
Control4,/organization/control4,Hardware + Software,USA,UT,Salt Lake City,venture,2009-07-01,2009,"17,300,000"
Convey Computer,/organization/convey-computer,Hardware + Software,USA,TX,Richardson,B,2009-07-01,2009,"24,150,000"
Cordia,/organization/cordia,Mobile,USA,NY,Purchase,venture,2009-07-01,2009,"203,700"
CoreObjects Software,/organization/coreobjects-software,Security,USA,CA,Los Angeles,venture,2009-07-01,2009,"2,000,000"
Corevalus Systems,/organization/corevalus-systems,Hardware + Software,USA,KY,Georgetown,venture,2009-07-01,2009,"190,000"
CoTweet,/organization/cotweet,Twitter Applications,USA,CA,San Francisco,A,2009-07-01,2009,"1,100,000"
CradlePoint Technology,/organization/cradlepoint,Hardware + Software,USA,ID,Boise,venture,2009-07-01,2009,"350,000"
CRI Technologies,/organization/cri-technologies,Consulting,USA,CT,Shelton,venture,2009-07-01,2009,"1,000,000"
Cross Mediaworks,/organization/cross-mediaworks,Games,USA,NY,New York,venture,2009-07-01,2009,"17,000,000"
CTMG,/organization/ctmg,Biotechnology,USA,CA,Greenville,venture,2009-07-01,2009,"1,000,000"
DecisionView,/organization/decisionview,Software,USA,CA,San Francisco,venture,2009-07-01,2009,"600,000"
Definicare,/organization/definicare,Biotechnology,USA,AL,Birmingham,venture,2009-07-01,2009,"3,000,000"
Definition 6,/organization/definition6,Public Relations,USA,GA,Atlanta,venture,2009-07-01,2009,"15,000,000"
DerbySoft,/organization/derbysoft,Hotels,USA,TX,Dallas,B,2009-07-01,2009,"5,000,000"
Digabit,/organization/digabit,Software,USA,CO,Lakewood,A,2009-07-01,2009,"1,408,983"
DoublePositive,/organization/doublepositive,Advertising,USA,AZ,Tempe,venture,2009-07-01,2009,"500,000"
DuPont,/organization/dupont,Business Services,USA,DE,Wilmington,venture,2009-07-01,2009,"9,000,000"
Echo Therapeutics,/organization/echo-therapeutics,Biotechnology,USA,PA,Philadelphia,angel,2009-07-01,2009,"2,000,000"
Ecosphere Technologies,/organization/ecosphere-technologies,Clean Technology,USA,FL,Stuart,venture,2009-07-01,2009,"10,000,000"
Education.com,/organization/education-com,Education,USA,CA,Redwood City,B,2009-07-01,2009,"15,000,000"
Eggrock Partners,/organization/eggrock-partners,Consulting,USA,MA,Maynard,venture,2009-07-01,2009,"2,500,000"
Egnyte,/organization/egnyte,Enterprise Software,USA,CA,Mountain View,A,2009-07-01,2009,"6,000,000"
Embrella Cardiovascular,/organization/embrella-cardiovascular,Health Care,USA,PA,Wayne,B,2009-07-01,2009,"5,100,000"
eMeter,/organization/emeter,Clean Technology,USA,CA,San Mateo,F,2009-07-01,2009,"32,000,000"
EndGenitor Technologies,/organization/endgenitor-technologies,Biotechnology,USA,IN,Indianapolis,venture,2009-07-01,2009,"2,450,000"
EndoGastric Solutions,/organization/endogastric-solutions,Health Care,USA,CA,San Mateo,venture,2009-07-01,2009,"7,500,000"
EndoStim,/organization/endostim,Biotechnology,USA,MO,St Louis,venture,2009-07-01,2009,"550,000"
EnergySavvy.com,/organization/energysavvy-com,Software,USA,WA,Seattle,seed,2009-07-01,2009,"580,000"
Eoscene,/organization/eoscene,Enterprise Software,USA,WA,Seattle,venture,2009-07-01,2009,"293,925"
Everywun,/organization/everywun,Credit,USA,CA,Santa Monica,venture,2009-07-01,2009,"465,326"
"Experience, Inc.",/organization/experience-inc,Curated Web,USA,CO,Boulder,venture,2009-07-01,2009,"4,400,000"
Femta Pharmaceuticals,/organization/femta-pharmaceuticals,Biotechnology,USA,CA,San Diego,venture,2009-07-01,2009,"1,000,000"
Finsphere,/organization/finsphere,Mobile,USA,WA,Bellevue,B,2009-07-01,2009,"9,000,000"
Fliqz,/organization/fliqz,Games,USA,CA,Emeryville,venture,2009-07-01,2009,"1,000,001"
FlyCast,/organization/flycast,Mobile,USA,PA,Lancaster,venture,2009-07-01,2009,"2,100,000"
FRX Polymers,/organization/frx-polymers,Clean Technology,USA,MA,Chelmsford,A,2009-07-01,2009,"6,000,000"
gdgt,/organization/gdgt,Blogging Platforms,USA,CA,San Francisco,seed,2009-07-01,2009,"550,000"
Generate,/organization/generate,Video,USA,CA,Santa Monica,A,2009-07-01,2009,"2,000,000"
GlucoTec,/organization/glucotec,Software,USA,SC,Greenville,venture,2009-07-01,2009,"131,415"
Glycosan,/organization/glycosan,Biotechnology,USA,CA,Alameda,venture,2009-07-01,2009,"325,000"
Graze,/organization/graze,E-Commerce,USA,NY,New York,venture,2009-07-01,2009,"1,400,000"
Green Revolution Cooling,/organization/green-revolution-cooling,Mechanical Solutions,USA,TX,Austin,venture,2009-07-01,2009,"150,000"
GreenRay Solar,/organization/greenray-solar,Clean Technology,USA,MA,Westford,venture,2009-07-01,2009,"2,000,000"
GreenRay Solar,/organization/greenray-solar,Clean Technology,USA,MA,Westford,A,2009-07-01,2009,"2,000,000"
Groovy Corp.,/organization/groovychannel,Web Hosting,USA,CA,San Mateo,venture,2009-07-01,2009,"401,624"
GuestCentric Systems,/organization/guestcentric,Travel,USA,CT,Stamford,venture,2009-07-01,2009,"4,000,000"
GumGum,/organization/gumgum,Advertising,USA,CA,Santa Monica,B,2009-07-01,2009,"2,600,000"
Gyros,/organization/gyros,Biotechnology,USA,NJ,Monmouth Junction,C,2009-07-01,2009,"10,400,000"
Heart Test Laboratories,/organization/heart-test-laboratories,Health and Wellness,USA,TX,Colleyville,venture,2009-07-01,2009,"1,600,000"
hhgregg,/organization/hhgregg,Home & Garden,USA,IN,Indianapolis,venture,2009-07-01,2009,"16,500,000"
High Plains Surgery Center,/organization/high-plains-surgery-center,Health Care,USA,WY,Cheyenne,venture,2009-07-01,2009,"120,000"
High Throughput Genomics,/organization/high-throughput-genomics,Biotechnology,USA,AZ,Tucson,C,2009-07-01,2009,"4,310,000"
Homesnap,/organization/homesnap,Real Estate,USA,DC,Washington,seed,2009-07-01,2009,"2,000,000"
Huddler,/organization/huddler,Advertising,USA,CA,San Francisco,A,2009-07-01,2009,"5,000,000"
iControl Networks,/organization/icontrol,Security,USA,CA,Redwood City,C,2009-07-01,2009,"23,000,000"
iLoop Mobile,/organization/iloop-mobile,Advertising,USA,CA,San Jose,venture,2009-07-01,2009,"2,010,450"
iMedX,/organization/imedx,Enterprise Software,USA,GA,Atlanta,venture,2009-07-01,2009,"13,300,000"
Impliant,/organization/impliant,Health and Wellness,USA,NJ,Princeton,venture,2009-07-01,2009,"7,300,000"
ImThera Medical,/organization/imthera-medical,Medical Devices,USA,CA,San Diego,B,2009-07-01,2009,"700,000"
InfiniDB,/organization/infinidb,Software,USA,TX,Frisco,venture,2009-07-01,2009,"3,800,000"
Innovative Sports Strategies,/organization/innovative-sports-strategies,Software,USA,WI,Milwaukee,venture,2009-07-01,2009,"640,000"
Inspiration Biopharmaceuticals,/organization/inspiration-biopharmaceuticals,Biotechnology,USA,CA,Laguna Niguel,venture,2009-07-01,2009,"10,984,600"
Intellikine,/organization/intellikine,Biotechnology,USA,CA,La Jolla,B,2009-07-01,2009,"51,000,000"
Intent Media,/organization/intent-media,Advertising,USA,NY,New York,A,2009-07-01,2009,"8,000,000"
Interlace Medical,/organization/interlace-medical,Health Care,USA,MA,Framingham,C,2009-07-01,2009,"20,000,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,C,2009-07-01,2009,"10,000,000"
Invodo,/organization/invodo,E-Commerce,USA,TX,Austin,B,2009-07-01,2009,"6,000,000"
iPierian,/organization/ipierian,Biotechnology,USA,CA,South San Francisco,venture,2009-07-01,2009,"11,500,000"
iSyndica,/organization/isyndica,Enterprise Software,USA,NH,Nashua,A,2009-07-01,2009,"350,000"
Jazz Pharmaceuticals,/organization/jazz-pharmaceuticals,Biotechnology,USA,CA,Palo Alto,venture,2009-07-01,2009,"6,999,998"
Kaai,/organization/kaai,Semiconductors,USA,CA,Goleta,B,2009-07-01,2009,"3,500,000"
Kaesu,/organization/kaesu,Advertising,USA,NJ,Rockaway,A,2009-07-01,2009,"1,000,000"
KeyVive,/organization/keyvive,Health and Wellness,USA,UT,Park City,venture,2009-07-01,2009,"417,500"
Kimbia,/organization/kimbia,Nonprofits,USA,TX,Austin,venture,2009-07-01,2009,"239,999"
KISSmetrics,/organization/kiss-metrics,Sales and Marketing,USA,CA,San Francisco,A,2009-07-01,2009,"2,800,000"
Kno,/organization/kno,Software,USA,CA,Santa Clara,venture,2009-07-01,2009,"674,999"
Kontera,/organization/kontera,Advertising,USA,CA,San Francisco,C,2009-07-01,2009,"15,500,000"
Kontron,/organization/kontron,Manufacturing,USA,CA,Poway,venture,2009-07-01,2009,"48,799,840"
Kovio,/organization/kovio,Semiconductors,USA,CA,San Jose,E,2009-07-01,2009,"20,000,000"
Lat49,/organization/lat49,Internet,CAN,BC,Vancouver,A,2009-07-01,2009,"1,300,000"
Lavante,/organization/lavante,Enterprise Software,USA,CA,San Jose,venture,2009-07-01,2009,"5,000,000"
Leapfactor,/organization/leapfactor,Software,USA,FL,Miami,seed,2009-07-01,2009,"670,000"
LensAR,/organization/lensar,Health Care,USA,FL,Orlando,venture,2009-07-01,2009,"7,096,818"
LibreDigital,/organization/libredigital,Hardware + Software,USA,TX,Austin,B,2009-07-01,2009,"15,000,000"
LifeVantage,/organization/lifevantage,Manufacturing,USA,UT,Sandy,venture,2009-07-01,2009,"1,500,000"
LimeLife,/organization/limelife,News,USA,CA,Menlo Park,venture,2009-07-01,2009,"1,000,000"
Limerick BioPharma,/organization/limerick-biopharma,Biotechnology,USA,CA,South San Francisco,C,2009-07-01,2009,"15,000,000"
